sk_id_curr,amt_credit,amt_goods_price,credit_agency_1_rating,credit_agency_2_rating,credit_agency_3_rating,days_credit,days_credit_enddate,remaining_installment,buro_avg_amt_instalment,buro_max_amt_instalment,occupation_type,organization_type,code_gender,days_birth,days_id_publish,customer_since,annual_income,days_employed,name_contract_type,target
1005642,135000.0,135000.0,0.0,0.659833,0.0,0.0,0.0,6.57143,17060.6,69868.0,Medicine staff,Government,F,15656,4362,9389,240000,1361,Cash loans,0
1005643,573408.0,495000.0,0.531062,0.625269,0.58499,-1374.86,-327.583,7.79167,13879.7,19869.8,0,0,F,20689,4186,7070,260000,1038,Cash loans,0
1005644,180000.0,180000.0,0.0,0.677848,0.0850326,-1131.8,1870.6,6.0,5910.64,70290.0,Laborers,Business Entity Type 3,M,23040,4935,14128,280000,13357,Revolving loans,0
1005645,405000.0,405000.0,0.653143,0.528405,0.795803,-1632.67,-547.0,2.0,43421.6,43421.7,Core staff,Bank,F,18321,1876,6457,300000,3966,Revolving loans,0
1005646,254700.0,225000.0,0.414798,0.541574,0.291097,-1268.33,763.6,13.25,26329.1,135900.0,Cooking staff,Self-employed,M,16013,5546,58,320000,920,Cash loans,0
1005647,495000.0,495000.0,0.0,0.603812,0.195198,-1363.5,-2311.0,3.5,6488.73,23512.0,Managers,Business Entity Type 3,F,15013,4300,7849,340000,2892,Cash loans,0
1005648,270000.0,270000.0,0.0,0.461852,0.355639,-2199.0,-1835.0,0.0,0.0,0.0,Laborers,Business Entity Type 3,M,12084,4407,112,360000,2400,Revolving loans,0
1005649,284400.0,225000.0,0.0,0.274555,0.0,0.0,0.0,6.0,36533.8,36535.1,Laborers,XNA,F,17222,776,2365,380000,1113,Cash loans,0
1005650,538704.0,481500.0,0.451939,0.61351,0.0,0.0,0.0,1.66667,8658.9,8660.25,Laborers,XNA,F,11567,2020,5007,400000,380,Cash loans,0
1005651,135000.0,135000.0,0.0,0.139063,0.0,-150.0,34.0,3.5,9335.58,36000.0,Laborers,Housing,F,16430,4299,3826,420000,1117,Revolving loans,1
1005652,539100.0,450000.0,0.0,0.296349,0.0,-1820.75,-1300.5,7.62791,31445.6,352516.0,Laborers,XNA,M,14674,2865,2858,440000,5544,Cash loans,0
1005653,172022.0,148500.0,0.0,0.256341,0.58674,-788.667,505.0,11.8462,36617.0,563962.0,Core staff,Kindergarten,F,21301,4089,5092,460000,365243,Cash loans,0
1005654,315000.0,315000.0,0.599564,0.654513,0.479449,-1031.4,-375.75,3.52941,6821.78,11251.7,Laborers,Business Entity Type 3,F,15987,5077,7892,480000,1174,Cash loans,0
1005655,276278.0,238500.0,0.0,0.35383,0.553165,-370.0,-5.5,6.04348,9262.1,57782.0,Security staff,School,M,15235,2147,8655,500000,5208,Cash loans,0
1005656,101880.0,90000.0,0.0,0.541694,0.773896,-1814.6,-1391.2,9.90244,47453.7,215971.0,Laborers,Business Entity Type 2,M,13811,4322,2955,520000,912,Cash loans,0
1005657,571446.0,477000.0,0.814509,0.745135,0.772631,-1463.33,-787.667,16.7333,10483.5,336772.0,Core staff,School,F,23517,4459,1275,540000,365243,Cash loans,0
1005658,180000.0,180000.0,0.0,0.622765,0.0,-396.0,-184.0,6.5,30961.1,30963.2,Core staff,Mobile,F,21650,4627,8988,560000,1386,Revolving loans,0
1005659,568800.0,450000.0,0.216689,0.431766,0.0549574,-140.0,20782.0,6.0,12605.8,12617.8,Sales staff,Self-employed,F,11713,2036,1350,580000,2363,Cash loans,0
1005660,312768.0,270000.0,0.0,0.483274,0.513694,-944.0,-406.4,6.41667,24725.3,44255.1,Core staff,Bank,M,21219,2884,6460,600000,365243,Cash loans,0
1005661,314100.0,225000.0,0.0,0.699074,0.151935,-1525.14,-572.786,3.46429,18988.3,44595.6,Laborers,XNA,F,13758,78,3192,620000,4148,Cash loans,0
1005662,202500.0,202500.0,0.0,0.536402,0.113196,-1041.23,7200.58,3.0,5358.36,5363.91,Waiters/barmen staff,Business Entity Type 3,F,10950,2662,2225,640000,1855,Revolving loans,1
1005663,450000.0,450000.0,0.161553,0.507414,0.144648,-177.333,565.333,5.75,10492.9,65250.0,Laborers,Government,M,8442,1114,3029,660000,640,Cash loans,0
1005664,1125000.0,1125000.0,0.0,0.781403,0.591977,-1267.75,-106.5,12.2381,13722.0,18112.9,Managers,Business Entity Type 3,F,20046,3528,10450,680000,5156,Cash loans,0
1005665,450000.0,450000.0,0.0,0.246168,0.158555,-611.625,-211.429,6.0,25126.5,25130.4,Core staff,Government,F,19579,3098,3891,100000,196,Cash loans,0
1005666,566055.0,472500.0,0.809465,0.764185,0.0,0.0,0.0,9.32353,4695.41,29856.9,Laborers,Business Entity Type 3,F,24820,1304,4208,120000,365243,Cash loans,0
1005667,251280.0,180000.0,0.764968,0.379322,0.719491,-1579.88,-964.0,3.22222,7489.76,13659.0,Sales staff,Self-employed,F,18039,1575,9039,140000,4622,Cash loans,0
1005668,406598.0,351000.0,0.0,0.613754,0.39622,-1227.0,-437.222,0.0,0.0,0.0,0,1,F,20782,3787,10073,160000,365243,Cash loans,0
1005669,247500.0,533514.2951897221,0.810988,0.72995,0.574447,-1256.33,-830.0,12.2,46009.6,1377830.0,Laborers,XNA,M,14825,4719,5319,180000,1660,Revolving loans,0
1005670,508496.0,454500.0,0.0,0.339042,0.824595,-2112.0,8165.33,12.5,2086.0,2088.41,Laborers,Security Ministries,F,21287,4182,321,200000,365243,Cash loans,0
1005671,1071910.0,936000.0,0.277501,0.57823,0.452534,-1120.09,-302.5,4.58333,6363.01,29333.2,Laborers,Business Entity Type 3,M,21755,4023,5866,220000,365243,Cash loans,0
1005672,835380.0,675000.0,0.358479,0.420643,0.0,0.0,0.0,3.33333,62419.7,276237.0,0,0,M,12291,96,2076,240000,5268,Cash loans,0
1005673,270000.0,270000.0,0.697907,0.492086,0.454321,-1149.67,16.9091,3.0,1151.85,45540.0,Laborers,Industry: type 3,M,11901,215,2932,260000,546,Revolving loans,0
1005674,199080.0,157500.0,0.141559,0.583538,0.687933,-1502.6,-1230.2,9.57143,7113.29,25566.8,Security staff,Construction,M,20035,3290,1875,280000,3712,Cash loans,0
1005675,579942.0,495000.0,0.0,0.732362,0.740799,-1783.75,-1325.5,4.22222,9283.14,14410.9,Laborers,Self-employed,M,15378,4400,5933,300000,2843,Cash loans,0
1005676,225000.0,225000.0,0.699093,0.745359,0.466864,-1113.0,389.0,0.0,0.0,0.0,Sales staff,Business Entity Type 3,F,13969,4780,2850,320000,1662,Cash loans,0
1005677,288873.0,238500.0,0.0,0.350388,0.600658,-831.429,-617.714,5.36957,11125.2,20695.8,Laborers,Business Entity Type 3,M,13047,3078,2393,340000,1438,Cash loans,0
1005678,255960.0,202500.0,0.153699,0.560825,0.590233,-732.6,2537.8,18.7377,15742.9,751875.0,Core staff,Kindergarten,F,14116,23,7669,360000,6032,Cash loans,0
1005679,503676.0,382500.0,0.529479,0.621824,0.349055,-904.538,2281.92,5.76923,5878.46,6582.96,0,0,M,14098,4576,5098,380000,2257,Cash loans,0
1005680,270000.0,270000.0,0.0,0.167432,0.526295,-2506.0,-2221.0,7.5,3262.94,3267.58,Drivers,Business Entity Type 2,M,19498,3017,7207,400000,6897,Revolving loans,0
1005681,286704.0,247500.0,0.242125,0.711769,0.659406,-613.4,-252.8,11.0,7183.85,7183.85,Laborers,Self-employed,F,10158,2568,4167,420000,1053,Cash loans,0
1005682,270000.0,270000.0,0.0,0.314921,0.418854,-661.0,-113.333,7.54167,8669.17,14693.4,Laborers,Medicine,F,19866,3415,9602,440000,2526,Revolving loans,0
1005683,440595.0,418500.0,0.0,0.706909,0.684828,-980.0,1336.0,0.0,0.0,0.0,Laborers,Business Entity Type 3,M,9607,1980,8422,460000,1986,Cash loans,0
1005684,1391420.0,1215000.0,0.303989,0.684496,0.340906,-1379.09,3293.27,9.83051,9503.39,167410.0,High skill tech staff,Security,M,14464,4450,6096,100000,5528,Cash loans,0
1005685,900000.0,900000.0,0.0,0.194266,0.827703,-2578.0,-1848.0,6.375,2057.3,5329.98,Managers,Business Entity Type 3,F,19949,3469,8893,120000,365243,Revolving loans,0
1005686,254700.0,225000.0,0.311554,0.0725593,0.4171,-656.286,440.667,14.7391,40436.3,356584.0,Laborers,XNA,F,10803,3245,4918,140000,1229,Cash loans,0
1005687,215640.0,180000.0,0.0,0.558788,0.837747,0.0,0.0,4.47423,12587.0,14265.3,Laborers,XNA,F,17639,1154,3061,160000,10422,Cash loans,0
1005688,2085120.0,1800000.0,0.0,0.598238,0.54781,-718.5,-274.0,9.57143,54778.3,517202.0,Laborers,Housing,F,11458,2310,2262,180000,1933,Cash loans,0
1005689,225000.0,225000.0,0.0,0.325181,0.429424,-407.0,27309.0,4.71429,6012.29,12988.8,Managers,Business Entity Type 3,M,8456,1109,7157,200000,391,Cash loans,0
1005690,450000.0,450000.0,0.595838,0.461129,0.448962,-1337.75,3282.82,17.8909,16905.8,138265.0,Laborers,Industry: type 9,F,11189,3550,2162,220000,1873,Cash loans,0
1005691,284400.0,225000.0,0.0,0.209358,0.477649,-376.5,688.5,6.0,2676.94,2683.75,Laborers,Business Entity Type 3,M,16190,1969,10318,240000,223,Cash loans,0
1005692,254700.0,225000.0,0.307065,0.512398,0.657784,-478.5,1438.0,7.63158,9461.32,33952.1,Laborers,Other,F,10033,2711,4606,260000,3142,Cash loans,0
1005693,454500.0,454500.0,0.0,0.520535,0.695622,-805.5,-318.0,10.8519,11406.1,23973.7,Laborers,Industry: type 3,F,14517,3931,3783,280000,834,Cash loans,0
1005694,906228.0,810000.0,0.0,0.06516,0.083917,-161.0,0.0,6.41667,8675.39,15454.7,1,1,M,16716,240,3125,300000,4478,Cash loans,1
1005695,276278.0,238500.0,0.0,0.274733,0.517297,-1275.88,-586.857,5.0,16797.0,16802.0,Drivers,Business Entity Type 3,M,10481,2831,10481,320000,2769,Cash loans,0
1005696,495000.0,495000.0,0.0,0.611179,0.657784,-1551.0,275.0,10.7857,20374.9,70637.9,Core staff,Kindergarten,F,13904,4280,2600,340000,1989,Cash loans,0
1005697,254700.0,225000.0,0.0,0.539185,0.67383,-1019.0,-592.333,1.81818,4723.01,5457.96,Laborers,XNA,F,21390,4397,11220,360000,365243,Cash loans,0
1005698,679500.0,679500.0,0.0,0.632917,0.413597,-1111.6,-441.6,27.9512,6640.3,45000.0,Cleaning staff,Construction,F,13607,4414,6647,380000,571,Cash loans,0
1005699,585000.0,585000.0,0.0,0.443482,0.0318464,-1237.79,-765.0,3.0,3037.28,7960.73,Sales staff,Self-employed,M,18876,2172,3390,400000,2314,Revolving loans,0
1005700,675000.0,675000.0,0.0,0.765648,0.538863,-1302.2,-443.2,3.0,10729.7,10733.7,Laborers,XNA,F,22796,4036,6492,420000,365243,Cash loans,0
1005701,1006920.0,900000.0,0.656041,0.720724,0.643026,-674.0,5.0,5.92308,11256.0,106165.0,Laborers,Business Entity Type 3,M,19395,261,2623,440000,365243,Cash loans,0
1005702,417024.0,360000.0,0.220717,0.567615,0.329655,-614.9,694.0,20.85,23853.8,138753.0,Cleaning staff,Business Entity Type 3,M,9684,2344,114,460000,1060,Cash loans,0
1005703,1078200.0,900000.0,0.735249,0.293883,0.397946,-680.667,-726.5,8.33333,13459.4,42175.1,Laborers,Business Entity Type 3,F,9408,2087,2883,480000,1339,Cash loans,1
1005704,760226.0,679500.0,0.0,0.648685,0.777659,-721.6,341.2,11.2533,16543.1,456433.0,Accountants,Industry: type 3,F,15713,3974,4675,500000,2527,Cash loans,0
1005705,262247.0,243000.0,0.0,0.276786,0.477649,-1340.83,-701.0,3.0,5624.51,5626.08,Laborers,XNA,F,11426,3814,3010,520000,110,Cash loans,0
1005706,550080.0,360000.0,0.0,0.623571,0.365617,-1214.0,520.286,5.33333,27429.0,225000.0,Medicine staff,Business Entity Type 3,F,21806,4520,10933,540000,5408,Cash loans,0
1005707,1041220.0,855000.0,0.551428,0.123575,0.448962,-634.875,-17.3333,17.2553,16205.7,413384.0,Core staff,Kindergarten,F,17257,805,3372,560000,1543,Cash loans,0
1005708,124722.0,117000.0,0.0,0.566117,0.326475,-859.833,-171.75,5.81818,10355.6,175863.0,Core staff,Self-employed,F,16728,279,770,580000,2116,Cash loans,0
1005709,284400.0,225000.0,0.555757,0.593483,0.0,-88.0,643.0,5.625,35726.4,219807.0,Laborers,XNA,M,17416,938,5082,600000,2841,Cash loans,0
1005710,781920.0,675000.0,0.0,0.661765,0.549596,-1142.0,-141.2,4.89655,8331.92,39481.4,Laborers,XNA,F,17385,925,6108,620000,135,Cash loans,0
1005711,343800.0,225000.0,0.13032,0.74054,0.222581,-834.5,-44.75,21.3636,185674.0,980907.0,Laborers,Government,F,15943,4852,7562,640000,161,Cash loans,0
1005712,286704.0,247500.0,0.0,0.59089,0.528093,-202.2,-151.4,6.91837,14406.3,112826.0,Laborers,Housing,M,15021,1539,1653,660000,1244,Cash loans,0
1005713,545040.0,450000.0,0.148248,0.653736,0.180888,-192.0,12884.8,8.66038,23083.7,280428.0,High skill tech staff,Business Entity Type 3,F,10257,725,4708,680000,1100,Cash loans,1
1005714,544491.0,454500.0,0.719215,0.523361,0.549596,-804.7,-297.0,4.5,12096.5,75552.7,Laborers,XNA,F,15231,4830,98,100000,4294,Cash loans,0
1005715,1375380.0,1215000.0,0.798201,0.62335,0.565608,-1063.63,-415.125,12.4,4700.94,6542.96,Laborers,Business Entity Type 3,F,22860,4422,2109,120000,365243,Cash loans,0
1005716,1546020.0,1350000.0,0.0,0.690515,0.729567,-1107.0,308.0,11.7273,8916.83,10814.4,Core staff,School,F,24444,4671,12860,140000,365243,Cash loans,0
1005717,1736940.0,1552500.0,0.733517,0.511163,0.394495,-1587.25,4181.67,2.78,17085.5,116044.0,Laborers,Other,F,14970,1999,7880,160000,909,Cash loans,0
1005718,808650.0,675000.0,0.326428,0.646004,0.484851,-619.0,286.667,6.0,12498.6,12511.7,0,0,M,14367,3953,6199,180000,1352,Cash loans,0
1005719,117162.0,103500.0,0.615731,0.230617,0.695622,-626.0,-259.667,9.0,6219.31,6219.31,Cooking staff,Business Entity Type 2,F,19531,3065,2928,200000,7555,Cash loans,0
1005720,180000.0,180000.0,0.0,0.797552,0.722393,-1115.0,351.5,5.0,17955.1,17961.1,Laborers,Business Entity Type 3,F,19141,2689,8716,220000,1791,Revolving loans,0
1005721,946503.0,846000.0,0.0,0.685756,0.848244,-2424.0,6474.0,6.54167,7960.09,11813.6,Laborers,XNA,F,21149,4621,12563,240000,365243,Cash loans,0
1005722,675000.0,675000.0,0.745728,0.693456,0.652897,-546.0,-159.0,9.0,26652.0,26704.8,Waiters/barmen staff,Self-employed,F,19902,2947,14013,260000,3067,Revolving loans,0
1005723,225000.0,225000.0,0.456957,0.37475,0.0,0.0,0.0,6.5,4577.31,4577.31,Managers,School,F,8651,439,3205,280000,1245,Cash loans,0
1005724,592560.0,450000.0,0.0,0.688952,0.0,0.0,0.0,21.0175,70838.6,1902710.0,Sales staff,Business Entity Type 3,F,14306,4824,3559,300000,233,Cash loans,0
1005725,216000.0,216000.0,0.0,0.674938,0.282248,-1459.57,-293.429,8.90196,8671.06,14035.2,Laborers,XNA,F,19820,3054,1051,320000,2596,Cash loans,0
1005726,2250000.0,2250000.0,0.0,0.683665,0.331251,-961.6,-680.0,9.98571,26340.8,47171.8,Laborers,Business Entity Type 2,M,21833,4028,5520,340000,4742,Cash loans,0
1005727,1006920.0,900000.0,0.282958,0.585402,0.413597,-438.667,117.667,9.44444,14196.2,25923.2,Laborers,Business Entity Type 3,F,10128,2788,1755,360000,1408,Cash loans,0
1005728,1236820.0,1080000.0,0.221975,0.578641,0.223831,-877.0,372.5,5.5625,31517.1,90240.7,Sales staff,Business Entity Type 3,F,12733,4503,786,380000,439,Cash loans,0
1005729,442791.0,400500.0,0.66539,0.530747,0.0,0.0,0.0,4.0,11457.2,11458.0,Laborers,Business Entity Type 3,M,14291,3928,1018,400000,1068,Cash loans,1
1005730,85320.0,67500.0,0.827191,0.568908,0.627991,-1142.5,3423.5,8.5,2902.64,2902.64,Laborers,Government,F,14818,4203,1289,420000,458,Cash loans,0
1005731,675000.0,675000.0,0.147567,0.0013404,0.0705805,-699.0,13856.5,5.45161,9727.13,93649.0,Sales staff,Self-employed,F,8072,722,3225,440000,297,Cash loans,0
1005732,863226.0,697500.0,0.0,0.443579,0.579727,-2079.5,-1439.25,20.2258,26412.8,26412.8,Drivers,Transport: type 3,M,15417,4044,9555,460000,3171,Cash loans,0
1005733,900000.0,900000.0,0.486067,0.529102,0.51009,-202.4,774.2,8.39286,6414.43,30259.2,Laborers,Transport: type 4,M,12435,3400,2245,100000,5152,Cash loans,0
1005734,276278.0,238500.0,0.704787,0.695965,0.556727,-377.0,-72.5,4.26471,5903.06,8267.94,Laborers,XNA,F,16266,4136,8865,120000,1746,Cash loans,0
1005735,601470.0,450000.0,0.0,0.64373,0.0,-1288.4,-377.25,23.8125,11737.8,169200.0,Laborers,Self-employed,F,15760,4092,2723,140000,4658,Cash loans,0
1005736,152820.0,135000.0,0.0,0.376848,0.0,-504.5,592.5,0.0,1940.0,3150.0,Laborers,Business Entity Type 2,F,17160,647,12172,160000,5368,Cash loans,0
1005737,447768.0,405000.0,0.290899,0.137186,0.291097,-704.385,4057.17,11.2963,9814.54,63750.5,Laborers,Medicine,M,11773,3963,4991,180000,311,Cash loans,0
1005738,1471330.0,1152000.0,0.0,0.511431,0.506484,-838.0,-16.0,4.21053,20779.2,41529.0,Sales staff,Business Entity Type 3,F,20050,3571,1293,200000,378,Cash loans,0
1005739,125640.0,90000.0,0.691727,0.499138,0.0,0.0,0.0,9.875,6054.03,34238.7,Laborers,XNA,F,10143,91,6160,220000,1012,Cash loans,0
1005740,270000.0,270000.0,0.3812,0.75562,0.678568,-2392.0,-1671.5,3.375,8963.38,8965.67,Laborers,Kindergarten,M,12435,4257,11419,240000,1648,Cash loans,0
1005741,270000.0,270000.0,0.181512,0.355076,0.326475,-208.0,289.0,0.0,0.0,0.0,Cleaning staff,Business Entity Type 3,F,9150,1489,7650,260000,925,Revolving loans,0
1005742,2447940.0,2254500.0,0.0,0.388886,0.0,0.0,0.0,7.5,13193.5,13193.5,Managers,Business Entity Type 3,F,11860,587,1684,280000,243,Cash loans,1
1005743,1243550.0,1111500.0,0.251113,0.262368,0.391055,-950.167,-682.833,2.75,6897.63,8049.6,Core staff,Trade: type 2,M,12955,2751,1798,300000,2893,Cash loans,0
1005744,112500.0,112500.0,0.175789,0.668476,0.320163,-828.6,537.2,5.85714,4470.05,8091.36,Security staff,Security,M,16822,376,6207,320000,3405,Cash loans,0
1005745,900000.0,900000.0,0.834278,0.392499,0.517297,-1740.06,-887.833,10.5313,27028.9,473066.0,Laborers,Construction,M,19690,3227,13350,340000,12715,Cash loans,0
1005746,225000.0,225000.0,0.647011,0.20472,0.443615,-793.2,-753.5,3.66667,52758.5,87195.9,Sales staff,Self-employed,F,18737,2288,7741,360000,423,Cash loans,0
1005747,1062000.0,1062000.0,0.0,0.340828,0.28518,-672.5,6103.8,10.3256,29144.1,48003.5,Laborers,Business Entity Type 2,M,20285,3499,12715,380000,365243,Cash loans,0
1005748,126000.0,126000.0,0.0,0.0429629,0.232725,-617.0,9436.67,17.8,33836.6,235061.0,Cleaning staff,Government,F,15019,4564,9095,400000,1075,Cash loans,0
1005749,450000.0,450000.0,0.0,0.70228,0.504681,-244.0,563.0,7.55556,6952.57,22182.4,Managers,Self-employed,F,13167,5124,7253,420000,1641,Cash loans,0
1005750,900000.0,900000.0,0.0,0.271024,0.54781,-1366.0,164.0,20.9157,14943.9,417113.0,Core staff,Industry: type 9,F,16020,2601,2084,440000,687,Revolving loans,1
1005751,1125000.0,1125000.0,0.0,0.122822,0.297087,-452.0,324.0,12.7333,36418.9,472476.0,Laborers,XNA,F,14150,1200,1230,460000,7081,Cash loans,1
1005752,95940.0,90000.0,0.0,0.636501,0.0,0.0,0.0,2.8,7615.6,9352.71,Managers,Government,F,9491,466,461,480000,2019,Cash loans,0
1005753,808650.0,675000.0,0.0,0.250692,0.506484,-470.667,-329.667,15.8636,13441.7,23005.9,Laborers,XNA,F,12820,1959,389,500000,1074,Cash loans,0
1005754,573408.0,495000.0,0.113272,0.0549967,0.76364,-2492.0,-1396.0,9.66667,12490.2,17653.3,Core staff,School,F,19311,2852,5053,520000,384,Cash loans,0
1005755,284400.0,225000.0,0.241861,0.254694,0.479449,-685.667,646.75,7.875,44742.6,153162.0,Cooking staff,Self-employed,F,20188,3683,2928,540000,365243,Cash loans,0
1005756,979992.0,702000.0,0.485386,0.719843,0.495666,-887.0,-536.0,0.0,0.0,0.0,Laborers,School,F,14100,4692,958,560000,412,Cash loans,0
1005757,242595.0,202500.0,0.357002,0.786304,0.733815,-541.0,-358.5,3.81818,8049.5,26130.4,Security staff,Trade: type 7,M,14840,4440,7587,580000,365243,Cash loans,0
1005758,1350000.0,1350000.0,0.328275,0.551178,0.143758,-1416.8,76.25,16.0652,38971.8,426707.0,Sales staff,Business Entity Type 3,M,14747,5018,3759,600000,2926,Cash loans,0
1005759,781920.0,675000.0,0.637616,0.66288,0.616122,-1020.78,-7.66667,11.1333,42926.4,326540.0,Laborers,XNA,F,11608,4015,6224,620000,4397,Cash loans,0
1005760,1125000.0,1125000.0,0.677327,0.400321,0.222581,-480.5,6.75,16.8,12123.2,203667.0,Sales staff,Other,F,16877,377,4,640000,121,Cash loans,1
1005761,429764.0,351000.0,0.0,0.663832,0.267869,-505.0,-411.5,9.88235,24852.2,554441.0,Laborers,Self-employed,M,18823,2305,4348,660000,4124,Cash loans,0
1005762,533669.0,477000.0,0.480226,0.514589,0.652897,-1509.57,4216.17,12.7606,25830.3,671924.0,Sales staff,Trade: type 7,F,11770,3778,3197,680000,4199,Cash loans,0
1005763,672453.0,580500.0,0.0,0.516894,0.757069,-2454.0,-2043.67,6.0,17275.6,17285.0,Accountants,Self-employed,F,17831,1335,3676,100000,114,Cash loans,0
1005764,647046.0,463500.0,0.0,0.450996,0.0,0.0,0.0,1.25862,5290.54,7853.63,0,1,F,14379,4496,4451,120000,3250,Cash loans,1
1005765,370629.0,306000.0,0.346832,0.677848,0.576209,-974.75,1034.75,0.0,0.0,0.0,Laborers,XNA,M,10741,3262,72,140000,2176,Cash loans,0
1005766,1035000.0,1035000.0,0.876553,0.558701,0.526295,-640.4,265.8,8.06667,18058.2,90397.7,High skill tech staff,Medicine,F,19237,2772,3596,160000,1128,Cash loans,0
1005767,619254.0,553500.0,0.0,0.775436,0.0,0.0,0.0,5.90909,9606.08,78981.0,Laborers,Business Entity Type 3,M,19859,3278,7365,180000,365243,Cash loans,0
1005768,101880.0,90000.0,0.0,0.635605,0.709189,-1362.0,-1216.25,6.0,12689.4,25172.2,Laborers,XNA,F,16300,4469,1764,200000,369,Cash loans,0
1005769,781920.0,675000.0,0.0,0.550339,0.0,-2896.0,-1243.0,3.0,29461.8,29461.9,Sales staff,Self-employed,F,23305,4198,12511,220000,365243,Cash loans,0
1005770,675000.0,675000.0,0.607439,0.736219,0.502878,-1184.18,-705.818,1.66667,15399.5,15402.5,Laborers,XNA,M,16981,535,232,240000,1478,Cash loans,0
1005771,258710.0,234000.0,0.0,0.487196,0.558507,-974.6,-219.6,4.85714,7514.23,20505.2,Managers,Business Entity Type 3,M,10119,1984,4571,260000,3389,Cash loans,0
1005772,405000.0,405000.0,0.303664,0.306985,0.689479,-1057.4,-628.0,5.88372,19553.8,316299.0,Managers,Government,F,16087,4721,4259,280000,2928,Revolving loans,0
1005773,225000.0,225000.0,0.0,0.724607,0.221335,-472.0,-77.0,5.66667,7123.19,10983.1,Laborers,Business Entity Type 3,M,15489,4701,9432,300000,5431,Cash loans,0
1005774,450000.0,450000.0,0.0,0.38899,0.54781,-538.25,179.5,9.60833,20077.7,188354.0,Laborers,XNA,F,24082,5037,2758,320000,365243,Revolving loans,0
1005775,855464.0,747000.0,0.0,0.652061,0.554947,-685.667,39.6667,4.92857,7803.17,36078.7,Security staff,Business Entity Type 3,F,14152,1934,2255,340000,2477,Cash loans,0
1005776,1113400.0,945000.0,0.574885,0.672684,0.519097,-697.333,2984.0,10.3981,25920.2,1127010.0,Laborers,XNA,F,16038,4302,321,360000,1450,Cash loans,0
1005777,539100.0,450000.0,0.0,0.73183,0.581484,-1532.83,4053.0,5.8,15901.3,22970.3,1,0,M,23738,4369,3713,380000,365243,Cash loans,0
1005778,1255680.0,1125000.0,0.651054,0.597565,0.798137,-2304.0,-2210.0,12.9841,31724.3,55549.0,Sales staff,Self-employed,F,18322,1023,10193,400000,1648,Cash loans,0
1005779,585000.0,585000.0,0.0,0.475012,0.88253,0.0,0.0,9.0,7167.42,7168.63,Core staff,Self-employed,F,22884,4101,3058,420000,365243,Revolving loans,0
1005780,1288350.0,1125000.0,0.0,0.185528,0.493863,-511.0,-381.0,6.93333,3056.88,3062.29,Drivers,Trade: type 7,M,11657,3037,3191,440000,861,Cash loans,1
1005781,225000.0,225000.0,0.121958,0.252962,0.452534,-316.333,131.333,3.0,5151.71,5155.74,Managers,Bank,F,11041,3560,5242,460000,1160,Cash loans,0
1005782,773955.0,639000.0,0.354203,0.569166,0.7463,-1696.14,-600.143,10.3913,20650.0,204316.0,Laborers,XNA,F,18041,1204,5407,100000,3733,Cash loans,0
1005783,675000.0,675000.0,0.857463,0.681248,0.520898,-1232.67,4390.67,13.5955,33814.7,165246.0,Laborers,XNA,F,17918,1470,4664,120000,2005,Cash loans,0
1005784,608076.0,427500.0,0.371027,0.575786,0.609276,-603.0,178.0,10.7838,17308.4,197483.0,Laborers,Self-employed,F,10249,2346,4482,140000,2474,Cash loans,0
1005785,226422.0,189000.0,0.0,0.592031,0.0,0.0,0.0,14.7885,11360.0,32733.0,Laborers,Construction,M,14853,4378,3521,160000,1867,Cash loans,0
1005786,1800000.0,1800000.0,0.0,0.703121,0.203252,-1127.25,72.0,7.14286,42359.1,136919.0,Accountants,Business Entity Type 3,F,11457,3707,5239,180000,1764,Cash loans,0
1005787,1185120.0,900000.0,0.0,0.255691,0.0,0.0,0.0,5.78049,4512.82,8352.76,Security staff,Security,M,25054,4797,1404,200000,365243,Cash loans,0
1005788,1107980.0,967500.0,0.0,0.565091,0.488455,-274.0,91.0,5.0,14683.0,14684.2,Sales staff,Self-employed,F,18391,1931,284,220000,1911,Cash loans,0
1005789,573629.0,463500.0,0.231685,0.382441,0.189595,-832.3,759.625,27.5,80435.1,983009.0,Laborers,XNA,F,13840,1387,1486,240000,6784,Cash loans,0
1005790,1056450.0,922500.0,0.0,0.706995,0.676992,-2025.45,-1765.0,12.68,8621.51,23558.7,Laborers,Construction,M,22649,3910,10906,260000,4600,Cash loans,0
1005791,1125000.0,1125000.0,0.0,0.643911,0.771362,-1354.25,-946.75,19.3818,37199.0,398251.0,High skill tech staff,Business Entity Type 3,F,21044,4471,6993,280000,365243,Cash loans,0
1005792,298512.0,270000.0,0.0,0.693567,0.553165,-682.923,-44.5,3.6,6281.33,12098.1,Laborers,XNA,F,23768,2485,2216,300000,365243,Cash loans,0
1005793,247500.0,247500.0,0.153355,0.29377,0.248536,-167.5,440.5,8.8,24290.9,403490.0,Security staff,Security,M,9512,1878,3975,320000,1643,Cash loans,1
1005794,405000.0,405000.0,0.786425,0.46033,0.54781,-892.429,-218.4,0.0,0.0,0.0,Laborers,XNA,F,16314,2880,2541,340000,1215,Revolving loans,0
1005795,308462.0,279000.0,0.194987,0.500674,0.418854,-1557.75,-1478.33,5.4,9814.09,17483.1,Managers,Business Entity Type 3,M,10727,3415,10724,360000,3126,Cash loans,0
1005796,225000.0,225000.0,0.0,0.695617,0.0,0.0,0.0,7.6129,17042.8,20327.1,Laborers,Government,F,9555,2031,9550,380000,1304,Cash loans,0
